fid,districtID,districtID_old,nameID,district_en,provinceID,province_bahasa,province_en,islandID,island_bahasa,island_en,district_bahasa,underweight_2024,severe_wasting_2024,wasting_2024,overweight_2024,stunting_2013,stunting_2018,stunting_2024
1,1101,1101,simeulue,Simeulue,11,Aceh,Aceh,1,Sumatera,Sumatera,Simeulue,24.5,2.7,10,0.9,49.86,47.3,25.5
2,1102,1102,acehsingkil,Aceh Singkil,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Singkil,22.3,1,7.9,1.6,40.41,26.9,34.2
3,1103,1103,acehselatan,South Aceh,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Selatan,23.9,1.2,6.9,1.9,41.74,35.9,34.2
4,1104,1104,acehtenggara,Southeast Aceh,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Tenggara,21.6,0.9,8.4,1.7,29.33,45.3,30.9
5,1105,1105,acehtimur,East Aceh,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Timur,33,3.2,11.3,2,39.31,42.8,36.7
6,1106,1106,acehtengah,Central Aceh,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Tengah,17.7,0.9,3,2.8,59.25,39.8,31.4
7,1107,1107,acehbarat,West Aceh,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Barat,26.6,1.1,8.4,1.9,40.9,32.6,25.6
8,1108,1108,acehbesar,Aceh Besar,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Besar,31,1.4,10.9,0.6,36.49,38.7,32.3
9,1109,1109,pidie,Pidie,11,Aceh,Aceh,1,Sumatera,Sumatera,Pidie,29.1,2.1,7.2,0.4,57.47,36.2,32.6
10,1110,1110,bireuen,Bireuen,11,Aceh,Aceh,1,Sumatera,Sumatera,Bireuen,25.5,2,12.7,1.2,39.41,41,27.1
11,1111,1111,acehutara,North Aceh,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Utara,15.6,1.2,4.4,2.8,43.52,32.5,19.2
12,1112,1112,acehbaratdaya,Southwest Aceh,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Barat Daya,24.2,1.6,7.1,1.7,50.23,35.4,36.2
13,1113,1113,gayolues,Gayo Lues,11,Aceh,Aceh,1,Sumatera,Sumatera,Gayo Lues,18.2,2.7,5.1,0.5,49.71,44.4,20.6
14,1114,1114,acehtamiang,Aceh Tamiang,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Tamiang,21.5,1.7,4.2,1.5,45.02,33.4,27.4
15,1115,1115,naganraya,Nagan Raya,11,Aceh,Aceh,1,Sumatera,Sumatera,Nagan Raya,24.1,0.6,6,6.5,33.22,40.6,35.5
16,1116,1116,acehjaya,Aceh Jaya,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Jaya,28,0.9,10.8,0.8,34.68,34,31
17,1117,1117,benermeriah,Bener Meriah,11,Aceh,Aceh,1,Sumatera,Sumatera,Bener Meriah,13.2,0.3,3.2,4.1,46.86,45.9,32.8
18,1118,1118,pidiejaya,Pidie Jaya,11,Aceh,Aceh,1,Sumatera,Sumatera,Pidie Jaya,25.9,0.9,11.4,2.3,39.9,36.8,31.6
19,1171,1171,kotabandaaceh,Banda Aceh City,11,Aceh,Aceh,1,Sumatera,Sumatera,Kota Banda Aceh,23.7,1.4,9.5,3.5,30.71,26.6,23.7
20,1172,1172,kotasabang,Sabang City,11,Aceh,Aceh,1,Sumatera,Sumatera,Kota Sabang,21,0.4,8.3,2.2,38.29,23.5,23.4
21,1173,1173,kotalangsa,Langsa City,11,Aceh,Aceh,1,Sumatera,Sumatera,Kota Langsa,16.5,1,7.2,2.3,29.33,27.5,15.6
22,1174,1174,kotalhokseumawe,Lhokseumawe City,11,Aceh,Aceh,1,Sumatera,Sumatera,Kota Lhokseumawe,22.3,3.5,10.1,3.3,27.46,35.4,20.8
23,1175,1175,kotasubulussalam,Subulussalam City,11,Aceh,Aceh,1,Sumatera,Sumatera,Kota Subulussalam,21.8,0.8,7.6,1.2,48.49,49.6,27.5
24,1201,1201,nias,Nias,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Nias,20.5,1.5,6.9,2.4,46.97,61.3,26.1
25,1202,1202,mandailingnatal,Mandailing Natal,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Mandailing Natal,14.4,0.4,2.7,1.6,48.29,48.3,22.2
26,1203,1203,tapanuliselatan,South Tapanuli,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Tapanuli Selatan,3.7,0.3,2,1.7,48.41,28.8,6.6
27,1204,1204,tapanulitengah,Central Tapanuli,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Tapanuli Tengah,27.8,3.1,8.8,2.4,49.69,43.7,32.3
28,1205,1205,tapanuliutara,North Tapanuli,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Tapanuli Utara,13.8,0.8,2.9,3.9,46.39,38.3,32.5
29,1206,1206,tobasamosir,Toba Samosir,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Toba Samosir,11.2,1,1.9,3.1,41.79,29.7,27.1
30,1207,1207,labuhanbatu,Labuhan Batu,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Labuhan Batu,23.4,2,6.8,1.9,36.92,36.4,25.3
31,1208,1208,asahan,Asahan,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Asahan,14.9,2.6,6.1,2,45.93,24.9,13.9
32,1209,1209,simalungun,Simalungun,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Simalungun,17.6,2.6,6.8,2.1,34.05,28.4,26
33,1210,1210,dairi,Dairi,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Dairi,11.5,0.5,0.9,2.2,44.3,40.2,29
34,1211,1211,karo,Karo,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Karo,14.3,1.2,6.2,2.8,43.33,29.6,17.6
35,1212,1212,deliserdang,Deli Serdang,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Deli Serdang,16.7,1.2,6.1,3.4,37.68,25.7,19.6
36,1213,1213,langkat,Langkat,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Langkat,16.9,2.2,8.5,2.5,55.48,31.6,16
37,1214,1214,niasselatan,South Nias,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Nias Selatan,30.3,3.8,10.5,3.2,37.06,45.1,37.6
38,1215,1215,humbanghasundutan,Humbang Hasundutan,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Humbang Hasundutan,9.8,0.1,3,1.9,48.58,41.3,18.3
39,1216,1216,pakpakbharat,Pakpak Bharat,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Pakpak Bharat,11.6,0.3,2.2,1.3,52.3,45.6,27.5
40,1217,1217,samosir,Samosir,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Samosir,11.9,0.6,2.9,4,49.15,24.4,28.6
41,1218,1218,serdangbedagai,Serdang Bedagai,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Serdang Bedagai,18.8,1.3,8.5,0.7,44.66,36,19
42,1219,1219,batubara,Batu Bara,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Batu Bara,19.5,2.2,8.7,2.4,54.79,23.7,23
43,1220,1220,padanglawasutara,North Padang Lawas,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Padang Lawas Utara,20.8,1.3,6.4,2.9,46.91,47.5,30
44,1221,1221,padanglawas,Padang Lawas,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Padang Lawas,20.2,2.2,8.7,2.9,54.86,42.9,25.2
45,1222,1222,labuhanbatuselatan,South Labuhanbatu,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Labuhan Batu Selatan,16.6,1.8,7.7,3.2,46.63,34.9,22
46,1223,1223,labuhanbatuutara,North Labuhanbatu,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Labuhan Batu Utara,16.2,1.2,6.2,2.4,44.75,31.2,17.5
47,1224,1224,niasutara,North Nias,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Nias Utara,23.6,2.4,9.2,1.8,54.83,45.5,25.8
48,1225,1225,niasbarat,West Nias,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Nias Barat,26.8,2.7,6.4,2.3,50.42,45.9,34.4
49,1271,1271,kotasibolga,Sibolga City,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Kota Sibolga,15,1.6,7.2,3,34.09,23.4,18.1
50,1272,1272,kotatanjungbalai,Tanjung Balai City,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Kota Tanjung Balai,18.3,4.9,15.1,3.4,42.16,35.9,5.6
51,1273,1273,kotapematangsiantar,Pematang Siantar City,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Kota Pematang Siantar,11.1,1.1,4.1,5.3,35.16,20.5,12.2
52,1274,1274,kotatebingtinggi,Tebing Tinggi City,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Kota Tebing Tinggi,15.3,2.3,8.8,3.1,30.06,25.9,17.6
53,1275,1275,kotamedan,Medan City,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Kota Medan,13.8,1.1,6,3.5,34.91,27,15.4
54,1276,1276,kotabinjai,Binjai City,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Kota Binjai,22.7,3,7.4,2.8,36.87,28.3,25.6
55,1277,1277,kotapadangsidimpuan,Padangsidempuan City,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Kota Padangsidimpuan,17.6,1.8,5.2,1.9,48.77,39.8,30.3
56,1278,1278,kotagunungsitoli,Gunungsitoli City,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Kota Gunungsitoli,17.2,0.7,5.1,2.8,52.32,40.4,17.4
57,1301,1301,kepulauanmentawai,Mentawai Islands,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Kepulauan Mentawai,21.1,1.2,8.4,0.7,40.9,32.4,26.2
58,1302,1302,pesisirselatan,South Pesisir,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Pesisir Selatan,20.7,1.4,7.9,1.8,50,26.5,26.5
59,1303,1303,solok,Solok,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Solok,14.7,0.4,2.5,1.7,42.02,41.5,29.5
60,1304,1304,sijunjung,Sijunjung,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Sijunjung,22.2,0.4,5.9,1.9,37.2,35,28.2
61,1305,1305,tanahdatar,Tanah Datar,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Tanah Datar,19.6,1.5,4.9,1.8,38.79,26.3,26.9
62,1306,1306,padangpariaman,Padang Pariaman,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Padang Pariaman,21.3,1.1,6.1,1.5,41.04,26.1,26.6
63,1307,1307,agam,Agam,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Agam,17.4,0.4,5,1.6,29.96,30,27
64,1308,1308,limapuluhkota,Lima Puluh Kota,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Lima Puluh Kota,16.8,0,3.4,1.4,28.75,40.1,26.6
65,1309,1309,pasaman,Pasaman,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Pasaman,20.1,0.2,5.5,1.8,55.2,40.6,29.1
66,1310,1310,solokselatan,South Solok,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Solok Selatan,17,1.3,6.4,2,48.63,27.7,21.5
67,1311,1311,dharmasraya,Dharmasraya,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Dharmasraya,18.5,2.1,6.3,2.6,40.35,,20.5
68,1312,1312,pasamanbarat,West Pasaman,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Pasaman Barat,21.9,1.5,6.6,2,51.54,35.1,26.6
69,1371,1371,kotapadang,Padang City,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Kota Padang,18.6,1.1,8.9,1.5,33.69,22.4,20.6
70,1372,1372,kotasolok,Solok City,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Kota Solok,15.5,1.5,4.7,1.6,30.7,23.6,18.6
71,1373,1373,kotasawahlunto,Sawahlunto City,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Kota Sawah Lunto,11.5,0.7,2.9,3.2,22.5,20.6,20
72,1374,1374,kotapadangpanjang,Padang Panjang City,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Kota Padang Panjang,10.3,0.4,2.5,2,28.47,27.2,19
73,1375,1375,kotabukittinggi,Bukittinggi City,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Kota Bukittinggi,13.7,0.7,6,3,28.47,17.2,16.8
74,1376,1376,kotapayakumbuh,Payakumbuh City,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Kota Payakumbuh,15.2,0.9,4.3,1.7,30.43,19.2,16.4
75,1377,1377,kotapariaman,Pariaman City,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Kota Pariaman,16.4,0.1,7.2,1.5,43.99,17.8,15.7
76,1401,1401,kuantansingingi,Kuantan Singingi,14,Riau,Riau,1,Sumatera,Sumatera,Kuantan Singingi,21.4,0.9,9.2,2,38.75,24.6,23.1
77,1402,1402,indragirihulu,Indragiri Hulu,14,Riau,Riau,1,Sumatera,Sumatera,Indragiri Hulu,18.4,1.9,6.6,3.1,40.43,32.2,20
78,1403,1403,indragirihilir,Indragiri Hilir,14,Riau,Riau,1,Sumatera,Sumatera,Indragiri Hilir,21.4,1.8,7.6,3.1,39.95,32.2,25
79,1404,1404,pelalawan,Pelalawan,14,Riau,Riau,1,Sumatera,Sumatera,Pelalawan,15.5,1.4,6.7,3.3,44.39,25.5,16.8
80,1405,1405,siak,Siak,14,Riau,Riau,1,Sumatera,Sumatera,Siak,17.1,0.7,8,2.6,24.39,21,16.2
81,1406,1406,kampar,Kampar,14,Riau,Riau,1,Sumatera,Sumatera,Kampar,16,1.8,7.6,2.7,31.99,32,16.2
82,1407,1407,rokanhulu,Rokan Hulu,14,Riau,Riau,1,Sumatera,Sumatera,Rokan Hulu,22.9,4,9.2,3.4,59.01,27.2,21.4
83,1408,1408,bengkalis,Bengkalis,14,Riau,Riau,1,Sumatera,Sumatera,Bengkalis,15.3,0.9,6.4,1.8,26.95,32.3,12.5
84,1409,1409,rokanhilir,Rokan Hilir,14,Riau,Riau,1,Sumatera,Sumatera,Rokan Hilir,22.3,1.9,9.9,1.7,33.69,38.1,24.5
85,1410,1410,kepulauanmeranti,Meranti Islands,14,Riau,Riau,1,Sumatera,Sumatera,Kepulauan Meranti,14.4,0.3,8,2.1,37.7,29.9,18
86,1471,1471,kotapekanbaru,Pekanbaru City,14,Riau,Riau,1,Sumatera,Sumatera,Kota Pekanbaru,18,1.4,9.8,3.9,34.65,16,14.5
87,1473,1473,kotadumai,Dumai City,14,Riau,Riau,1,Sumatera,Sumatera,Kota Dumai,13.6,1,3.9,2.7,34.11,17.3,16.9
88,1501,1501,kerinci,Kerinci,15,Jambi,Jambi,1,Sumatera,Sumatera,Kerinci,15,1.2,6.1,2.6,55.26,42.4,16.4
89,1502,1502,merangin,Merangin,15,Jambi,Jambi,1,Sumatera,Sumatera,Merangin,5.6,0.9,3.4,4.1,37.52,35,9.6
90,1503,1503,sarolangun,Sarolangun,15,Jambi,Jambi,1,Sumatera,Sumatera,Sarolangun,6.2,0.8,3.5,2.7,40.83,18.8,6.6
91,1504,1504,batanghari,Batang Hari,15,Jambi,Jambi,1,Sumatera,Sumatera,Batang Hari,17.1,1.6,7,3.6,39.55,32.8,18.4
92,1505,1505,muarojambi,Muaro Jambi,15,Jambi,Jambi,1,Sumatera,Sumatera,Muaro Jambi,17.4,1.7,7.4,3.5,50.06,20.7,18.8
93,1506,1506,tanjungjabungtimur,East Tanjung Jabung,15,Jambi,Jambi,1,Sumatera,Sumatera,Tanjung Jabung Timur,17.9,1.7,8,5,48.49,40.9,23.9
94,1507,1507,tanjungjabungbarat,West Tanjung Jabung,15,Jambi,Jambi,1,Sumatera,Sumatera,Tanjung Jabung Barat,8.8,2.1,5.8,2.3,29.55,44,7
95,1508,1508,tebo,Tebo,15,Jambi,Jambi,1,Sumatera,Sumatera,Tebo,19.4,3.2,6.3,1.7,41.46,33,24.2
96,1509,1509,bungo,Bungo,15,Jambi,Jambi,1,Sumatera,Sumatera,Bungo,12.8,0.7,5,4.5,34.52,20.7,20.4
97,1571,1571,kotajambi,Jambi City,15,Jambi,Jambi,1,Sumatera,Sumatera,Kota Jambi,13.9,3.5,8.9,3,24.52,26.2,10.3
98,1572,1572,kotasungaipenuh,Sungai Penuh City,15,Jambi,Jambi,1,Sumatera,Sumatera,Kota Sungai Penuh,6.4,1.2,2.9,2,36.89,35.8,8
99,1601,1601,ogankomeringulu,Ogan Komering Ulu,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Ogan Komering Ulu,17,1.8,5.5,2.8,40.72,33.2,22
100,1602,1602,ogankomeringilir,Ogan Komering Ilir,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Ogan Komering Ilir,19.7,1,6.6,3.9,40.55,30.6,24.3
101,1603,1603,muaraenim,Muara Enim,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Muara Enim,16,0.6,5.4,3.5,46,34.4,20.4
102,1604,1604,lahat,Lahat,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Lahat,13.4,0,7.1,2.5,37.15,48.1,12.9
103,1605,1605,musirawas,Musi Rawas,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Musi Rawas,16.1,0.8,7.4,3.6,39.79,34.6,19.3
104,1606,1606,musibanyuasin,Musi Banyuasin,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Musi Banyuasin,13.8,0.9,5.5,4.7,38.57,31.1,14.8
105,1607,1607,banyuasin,Banyuasin,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Banyu Asin,14.6,0.9,5.3,3.5,39.55,29.3,16.8
106,1608,1608,ogankomeringuluselatan,South Ogan Komering Ulu,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Ogan Komering Ulu Selatan,12.6,2.1,5,3.4,38.69,26.4,16.6
107,1609,1609,ogankomeringulutimur,East Ogan Komering Ulu,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Ogan Komering Ulu Timur,16.1,1.2,6.2,3.7,45.43,27.2,17.4
108,1610,1610,oganilir,Ogan Ilir,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Ogan Ilir,19.3,1,7.5,3.1,32.67,43.9,27.4
109,1611,1611,empatlawang,Empat Lawang,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Empat Lawang,21.7,1.9,6.8,2.4,29.03,36,31.9
110,1612,1612,penukalabablematangilir,Penukal Abab Lematang Ilir,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Penukal Abab Lematang Ilir,16.4,1.3,7.3,2.9,46,39.5,20.5
111,1613,1613,musirawasutara,North Musi Rawas,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Musi Rawas Utara,19.1,1.7,7.4,4.5,39.79,33.2,22
112,1671,1671,kotapalembang,Palembang City,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Kota Palembang,8.3,0.9,4.5,6.9,27.44,25.9,10.6
113,1672,1672,kotaprabumulih,Prabumulih City,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Kota Prabumulih,10.3,0.5,5.8,3.1,38.67,26.2,11.6
114,1673,1673,kotapagaralam,Pagar Alam City,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Kota Pagar Alam,14.4,0.5,4.6,3,37.1,31.9,20
115,1674,1674,kotalubuklinggau,Lubuklinggau City,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Kota Lubuklinggau,16,1.4,8.3,4.7,23.31,32,20.9
116,1701,1701,bengkuluselatan,South Bengkulu,17,Bengkulu,Bengkulu,1,Sumatera,Sumatera,Bengkulu Selatan,14.8,1.4,6.7,3.5,39.79,33.7,18.3
117,1702,1702,rejanglebong,Rejang Lebong,17,Bengkulu,Bengkulu,1,Sumatera,Sumatera,Rejang Lebong,15.8,0.6,5.4,2,49.89,26,24.7
118,1703,1703,bengkuluutara,North Bengkulu,17,Bengkulu,Bengkulu,1,Sumatera,Sumatera,Bengkulu Utara,15.6,1.7,5,3.3,39.58,26.8,20.7
119,1704,1704,kaur,Kaur,17,Bengkulu,Bengkulu,1,Sumatera,Sumatera,Kaur,11.9,1.3,4.5,3.1,50.71,34.3,15.9
120,1705,1705,seluma,Seluma,17,Bengkulu,Bengkulu,1,Sumatera,Sumatera,Seluma,17.7,0.7,4.8,2.2,36.84,35.9,22.6
121,1706,1706,mukomuko,Mukomuko,17,Bengkulu,Bengkulu,1,Sumatera,Sumatera,Mukomuko,17,1.5,7.5,3.7,40.06,33.1,22
122,1707,1707,lebong,Lebong,17,Bengkulu,Bengkulu,1,Sumatera,Sumatera,Lebong,9.5,0.8,2.9,4.7,31.75,26.1,22.7
123,1708,1708,kepahiang,Kepahiang,17,Bengkulu,Bengkulu,1,Sumatera,Sumatera,Kepahiang,14.9,0.3,4,3.4,44.49,36.7,17
124,1709,1709,bengkulutengah,Central Bengkulu,17,Bengkulu,Bengkulu,1,Sumatera,Sumatera,Bengkulu Tengah,15.9,1.2,4.8,3.5,37.91,23.3,23.4
125,1771,1771,kotabengkulu,Bengkulu City,17,Bengkulu,Bengkulu,1,Sumatera,Sumatera,Kota Bengkulu,19.3,2.2,8.2,4.8,31.49,18,16.1
126,1801,1801,lampungbarat,West Lampung,18,Lampung,Lampung,1,Sumatera,Sumatera,Lampung Barat,9.4,1.2,3.2,2.9,34.6,33,20.5
127,1802,1802,tanggamus,Tanggamus,18,Lampung,Lampung,1,Sumatera,Sumatera,Tanggamus,17.4,1.5,5,2,39.66,29.9,24.9
128,1803,1803,lampungselatan,South Lampung,18,Lampung,Lampung,1,Sumatera,Sumatera,Lampung Selatan,13.4,0.3,6.9,1.7,43.01,29.1,10.4
